runId,runtimeVariant,service,workFactor,endpointMode,payloadSize,concurrency,repeat,requests,failures,elapsed,requestsPerSecond,p50,p95,p99,p999,min,max,p50Nanos,p95Nanos,p99Nanos,p999Nanos,minNanos,maxNanos
sequential_generated_smoke_20260528_0748,oracle-jdk-jvm,helidon,2,generated,7,1,1,3445,0,1.000230556s,3444.21,269.735µs,420.621µs,586.849µs,1.457986ms,159.112µs,3.682086ms,269735,420621,586849,1457986,159112,3682086
sequential_generated_smoke_20260528_0748,oracle-jdk-jvm,helidon,2,generated,7,12,1,26218,0,1.000468491s,26205.72,379.611µs,987.768µs,2.057653ms,5.152024ms,46.777µs,5.791678ms,379611,987768,2057653,5152024,46777,5791678
sequential_generated_smoke_20260528_0748,oracle-jdk-jvm,helidon,2,generated,2048,1,1,22,0,1.02162673s,21.53,47.607424ms,50.015087ms,50.020145ms,50.020145ms,41.982176ms,50.020145ms,47607424,50015087,50020145,50020145,41982176,50020145
sequential_generated_smoke_20260528_0748,oracle-jdk-jvm,helidon,2,generated,2048,12,1,278,0,1.036058099s,268.32,44.059965ms,48.066054ms,48.168884ms,48.544572ms,1.434922ms,48.544572ms,44059965,48066054,48168884,48544572,1434922,48544572
