runId,runtimeVariant,service,workFactor,endpointMode,payloadSize,concurrency,repeats,requestsPerSecondMean,requestsPerSecondMedian,requestsPerSecondMin,requestsPerSecondMax,p50NanosMedian,p95NanosMedian,p99NanosMedian,p999NanosMedian,failuresTotal
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,1,2,3199.83,3199.83,3107.73,3291.93,255806,629385,1578252,4899240,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,6,2,14052.35,14052.35,12250.00,15854.69,299431,1063691,3193914,8043517,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,12,2,21388.57,21388.57,20794.37,21982.77,365458,1645160,4341123,8823366,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,24,2,26743.40,26743.40,26721.02,26765.77,438762,3449283,7784822,14374588,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,48,2,22470.29,22470.29,20327.80,24612.79,917513,8579321,17408796,31746790,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,96,2,24404.15,24404.15,22709.38,26098.91,1805926,14761403,24986670,37104538,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,7,192,2,58787.10,58787.10,58760.45,58813.74,1822470,10592427,16204432,27558508,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,1,2,3970.85,3970.85,3919.62,4022.07,229735,378373,722364,2391472,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,6,2,15203.24,15203.24,13813.28,16593.19,292409,903258,2248179,7249146,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,12,2,22978.81,22978.81,22473.08,23484.54,368252,1361622,3235712,7539748,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,24,2,21400.57,21400.57,15553.77,27247.37,622714,4391401,8323635,17626990,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,48,2,21784.18,21784.18,19924.33,23644.02,1177306,7527928,13420541,22864958,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,96,2,29636.47,29636.47,29432.96,29839.97,1707993,10648507,17941539,33752471,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,128,192,2,28101.06,28101.06,17932.89,38269.24,4396384,25374385,43806583,70246428,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,1,2,2389.03,2389.03,2298.36,2479.69,340335,801515,1847257,4983547,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,6,2,6417.73,6417.73,6161.23,6674.24,707553,2329098,5297234,13541976,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,12,2,8469.17,8469.17,7945.20,8993.14,1000975,3920394,6660204,12480764,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,24,2,9044.71,9044.71,8949.21,9140.21,1613462,8066606,12748683,20725421,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,48,2,8732.47,8732.47,8682.66,8782.27,3017207,18098495,28316095,43802542,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,96,2,10796.20,10796.20,10692.53,10899.88,5030721,29652980,45925086,66891515,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,2048,192,2,12822.49,12822.49,12555.56,13089.41,7572702,51528019,83883389,128547589,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,1,2,1112.13,1112.13,885.90,1338.37,644891,2270498,4997751,10470201,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,6,2,3556.90,3556.90,3464.49,3649.31,1333100,3967008,7081945,13792169,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,12,2,3534.28,3534.28,3319.35,3749.22,2425959,9184482,15922820,30103128,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,24,2,3404.43,3404.43,3044.83,3764.02,4697786,21345589,34853798,56995851,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,48,2,4335.75,4335.75,4208.18,4463.31,8111050,32484170,49874801,72573921,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,96,2,4607.95,4607.95,3751.22,5464.69,14358131,68311781,103644152,155487792,0
sequential_generated_serious_20260607_165332,go-stdlib,go,10,generated,8192,192,2,4546.05,4546.05,3964.77,5127.33,27970186,141833507,220524081,345027003,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,1,2,2722.01,2722.01,2219.11,3224.91,321696,665257,1848803,5597972,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,6,2,12131.32,12131.32,12068.97,12193.67,365596,1180926,2878181,6324620,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,12,2,20561.21,20561.21,19422.02,21700.40,412341,1560379,4126825,9482448,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,24,2,30499.48,30499.48,27863.83,33135.12,519508,2418394,5316485,12002255,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,48,2,41957.41,41957.41,37364.62,46550.20,722409,3644768,7574090,15499496,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,96,2,48819.32,48819.32,45418.36,52220.28,1247457,6653125,11488028,20749747,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,7,192,2,63611.95,63611.95,62756.59,64467.31,1992086,9749385,15904292,28078418,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,1,2,3249.97,3249.97,2820.86,3679.08,274634,502826,1156170,3337517,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,6,2,14566.06,14566.06,13248.41,15883.72,323118,888320,2247202,6203794,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,12,2,19848.08,19848.08,13984.95,25711.22,409948,2081235,5202685,12226761,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,24,2,19391.12,19391.12,16450.21,22332.03,606142,4829023,11221457,31864965,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,48,2,44548.56,44548.56,41186.51,47910.61,683933,3381179,6988854,16387156,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,96,2,54741.19,54741.19,48951.42,60530.97,1188034,5602743,9691386,18222686,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,128,192,2,65032.10,65032.10,63924.32,66139.87,1996578,9173263,14984861,23607172,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,1,2,2501.23,2501.23,2230.69,2771.77,364859,620851,1128962,3321897,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,6,2,12688.92,12688.92,12247.07,13130.76,404251,879357,1724968,3866307,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,12,2,12982.31,12982.31,11101.17,14863.45,700894,2365097,4914336,12125447,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,24,2,19541.51,19541.51,17179.44,21903.59,939217,3264178,6397164,11592464,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,48,2,18125.76,18125.76,15857.43,20394.08,1833585,7846060,14276175,29107336,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,96,2,22795.90,22795.90,22559.63,23032.17,3387884,10873322,18191128,32935933,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,2048,192,2,28209.82,28209.82,26347.09,30072.55,5672617,16591149,26962427,52854257,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,1,2,1618.87,1618.87,1549.38,1688.35,571540,934985,1628329,4125555,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,6,2,6427.65,6427.65,6143.70,6711.60,746832,1883003,3691170,9032084,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,12,2,7947.68,7947.68,7520.67,8374.68,1232017,3390952,6306800,12176211,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,24,2,10225.45,10225.45,9834.97,10615.93,2003386,4998798,8166709,17972564,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,48,2,11129.42,11129.42,10983.16,11275.69,3827797,9017061,13495093,21569737,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,96,2,9020.22,9020.22,7272.78,10767.65,8274221,32012042,52445587,86749785,0
sequential_generated_serious_20260607_165332,oracle-jdk-jvm,helidon,10,generated,8192,192,2,10397.29,10397.29,9292.08,11502.50,16479872,40351426,57116326,83943156,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,1,2,3561.01,3561.01,3100.67,4021.34,248631,447783,1091075,4144923,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,6,2,13986.43,13986.43,11484.48,16488.39,321433,985497,2827414,10056165,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,12,2,20958.14,20958.14,18778.95,23137.32,403446,1492852,4045044,10017592,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,24,2,29491.96,29491.96,27052.55,31931.37,508558,2535352,6112842,14715276,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,48,2,24132.50,24132.50,18226.76,30038.24,960493,8305904,16494358,32201621,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,96,2,26326.24,26326.24,24757.42,27895.07,1713421,14421694,25165004,44449165,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,7,192,2,33204.02,33204.02,33194.62,33213.42,3333919,21335574,31813941,45053487,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,1,2,3335.98,3335.98,2925.50,3746.46,185565,603511,3406639,11288262,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,6,2,16293.60,16293.60,15473.44,17113.75,301860,708837,1551524,5251823,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,12,2,16955.27,16955.27,14693.57,19216.97,452643,2052973,5530519,15439945,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,24,2,40889.13,40889.13,40734.86,41043.40,452518,1555854,3014649,6343806,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,48,2,50346.33,50346.33,49480.41,51212.25,664166,2801524,5246119,13298187,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,96,2,49484.88,49484.88,49298.28,49671.47,1199664,6406281,12337956,23792288,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,128,192,2,72721.54,72721.54,71377.98,74065.11,1831648,7929986,13042918,21614525,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,1,2,2933.79,2933.79,2863.10,3004.48,328098,434667,626673,1700726,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,6,2,10674.01,10674.01,10295.67,11052.35,430621,1179877,2763332,7643105,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,12,2,16720.30,16720.30,14714.93,18725.67,590093,1573617,3339103,8070662,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,24,2,22883.16,22883.16,22629.62,23136.70,826842,2470164,5176767,12229846,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,48,2,28197.69,28197.69,27831.87,28563.51,1372631,4220325,6991040,15679065,0
sequential_generated_serious_20260607_165332,oracle-jdk-leyden-aot,helidon,10,generated,2048,96,2,28724.65,28724.65,27199.70,30249.60,2756626,8344421,13412945,24472017,0
