runId,runtimeVariant,service,workFactor,payloadSize,concurrency,repeat,requests,failures,elapsed,requestsPerSecond,p50,p95,p99,p999,min,max
sequential_smoke2_20260527_201555,go-stdlib,go,1,7,1,1,11214,0,2.000066727s,5606.81,170.14µs,254.942µs,323.119µs,591.872µs,95.532µs,950.467µs
sequential_smoke2_20260527_201555,go-stdlib,go,1,7,12,1,81436,0,2.000737746s,40702.99,244.593µs,656.094µs,1.156929ms,2.135963ms,38.707µs,6.445911ms
