runId,runtimeVariant,service,workFactor,endpointMode,payloadSize,concurrency,repeat,requests,failures,elapsed,requestsPerSecond,p50,p95,p99,p999,min,max,p50Nanos,p95Nanos,p99Nanos,p999Nanos,minNanos,maxNanos
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,1,1,19066,0,5.000201373s,3813.05,247.356µs,359.575µs,441.574µs,847.046µs,130.222µs,5.190447ms,247356,359575,441574,847046,130222,5190447
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,1,2,20597,0,5.00007165s,4119.34,229.676µs,323.708µs,400.471µs,744.535µs,83.578µs,3.891534ms,229676,323708,400471,744535,83578,3891534
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,6,1,98000,0,5.000588195s,19597.69,277.025µs,513.288µs,955.324µs,2.491979ms,54.366µs,6.794764ms,277025,513288,955324,2491979,54366,6794764
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,6,2,88991,0,5.003341524s,17786.31,280.902µs,681.568µs,1.509481ms,3.626367ms,48.985µs,7.921102ms,280902,681568,1509481,3626367,48985,7921102
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,12,1,137872,0,5.00120236s,27567.77,336.162µs,1.061518ms,2.406009ms,5.423352ms,42.171µs,12.509182ms,336162,1061518,2406009,5423352,42171,12509182
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,12,2,155271,0,5.001090391s,31047.43,309.363µs,868.011µs,1.633923ms,5.108099ms,43.395µs,40.058331ms,309363,868011,1633923,5108099,43395,40058331
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,24,1,270907,0,5.001845638s,54161.41,338.505µs,1.179984ms,2.039063ms,4.481526ms,38.812µs,52.660619ms,338505,1179984,2039063,4481526,38812,52660619
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,24,2,268885,0,5.001782798s,53757.83,347.039µs,1.215215ms,2.087368ms,4.133905ms,38.032µs,12.03741ms,347039,1215215,2087368,4133905,38032,12037410
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,48,1,317164,0,5.001710482s,63411.11,520.823µs,2.298677ms,3.963678ms,7.268865ms,38.651µs,38.366699ms,520823,2298677,3963678,7268865,38651,38366699
sequential_generated_graal_20260528_1218,graalvm-jvm,helidon,10,generated,7,48,2,346267,0,5.002235447s,69222.45,464.123µs,2.156972ms,3.901275ms,7.628921ms,36.341µs,29.462115ms,464123,2156972,3901275,7628921,36341,29462115
