runId,runtimeVariant,service,workFactor,payloadSize,concurrency,repeat,requests,failures,elapsed,requestsPerSecond,p50,p95,p99,p999,min,max
sequential_smoke2_20260527_201555,oracle-jdk-leyden-aot,helidon,1,7,1,1,10954,0,2.000129965s,5476.64,174.07µs,251.139µs,325.894µs,641.273µs,104.549µs,1.763613ms
sequential_smoke2_20260527_201555,oracle-jdk-leyden-aot,helidon,1,7,12,1,76041,0,2.000578876s,38009.50,264.683µs,632.136µs,1.193047ms,3.096482ms,38.848µs,21.604985ms
