runId,runtimeVariant,service,status,workFactor,logRequests,gomaxprocs,goMemLimit,javaProcessors,javaOpts,notes
sequential_smoke_20260527_201356,go-stdlib,go,ran,1,false,12,off,12,"-XX:ActiveProcessorCount=12 -XX:MaxRAMPercentage=75","Go net/http, GOMAXPROCS set explicitly"
sequential_smoke_20260527_201356,oracle-jdk-jvm,helidon,ran,1,false,12,off,12,"-XX:ActiveProcessorCount=12 -XX:MaxRAMPercentage=75","Helidon SE; health output records virtual-thread request handling"
sequential_smoke_20260527_201356,oracle-jdk-leyden-aot,helidon,ran,1,false,12,off,12,"-XX:ActiveProcessorCount=12 -XX:MaxRAMPercentage=75","Helidon SE; health output records virtual-thread request handling"
sequential_smoke_20260527_201356,graalvm-jvm,helidon,skipped,1,false,12,off,12,"-XX:ActiveProcessorCount=12 -XX:MaxRAMPercentage=75","GRAALVM_HOME/bin/java not available"
sequential_smoke_20260527_201356,graalvm-native,helidon,skipped,1,false,12,off,12,"-XX:ActiveProcessorCount=12 -XX:MaxRAMPercentage=75","native image executable not available"
