runId,runtimeVariant,service,workFactor,endpointMode,payloadSize,bestConcurrency,peakRequestsPerSecondMedian,p95NanosMedianAtPeak,p99NanosMedianAtPeak,failuresTotalAtPeak
sequential_generated_probe_content_length_20260528_0923,go-stdlib,go,2,generated,2048,96,19997.77,16294781,26679263,0
sequential_generated_probe_content_length_20260528_0923,oracle-jdk-jvm,helidon,2,generated,2048,96,2070.35,51356389,63239492,0
